Genome_ID	1.Gentamicin	1.Tobramycin	1.Streptomycin	1.Amikacin	1.Isepamicin	1.Dibekacin	1.Kanamycin	1.Neomycin	1.Lividomycin	1.Paromomycin	1.Ribostamycin	1.Butiromycin	1.Butirosin	1.Hygromycin	1.Netilmicin	1.Apramycin	1.Sisomicin	1.Arbekacin	1.Kasugamycin	1.Astromicin	1.Fortimicin	2.Spectinomycin	3.Fluoroquinolone	3.Ciprofloxacin	3.Nalidixic_acid	4.Amoxicillin	4.Amoxicillin+Clavulanic_acid	4.Ampicillin	4.Ampicillin+Clavulanic_acid	4.Cefepime	4.Cefixime	4.Cefotaxime	4.Cefoxitin	4.Ceftazidime	4.Ertapenem	4.Imipenem	4.Meropenem	4.Piperacillin	4.Piperacillin+Tazobactam	4.Aztreonam	4.Cefotaxime+Clavulanic_acid	4.Temocillin	4.Ticarcillin	4.Ceftazidime+Avibactam	4.Penicillin	4.Ceftriaxone	4.Ticarcillin+Clavulanic_acid	4.Cephalothin	4.Cephalotin	4.Piperacillin+Clavulanic_acid	5.Sulfamethoxazole	5.Trimethoprim	6.Fosfomycin	7.Vancomycin	7.Teicoplanin	8.Lincomycin	8.Clindamycin	9.Dalfopristin	9.Pristinamycin_IIA	9.Virginiamycin_M	9.Quinupristin+Dalfopristin	10.Tiamulin	11.Carbomycin	11.Erythromycin	11.Azithromycin	11.Oleandomycin	11.Spiramycin	11.Tylosin	11.Telithromycin	12.Tetracycline	12.Doxycycline	12.Minocycline	12.Tigecycline	13.Chloramphenicol	13.Florfenicol	14.Rifampicin	15.Quinupristin	15.Pristinamycin_IA	15.Virginiamycin_S	16.Linezolid	17.Colistin	18.Fusidic_acid	19.Mupirocin	20.Metronidazole	21.Formaldehyde	22.Benzylkonium_Chloride	22.Ethidium_Bromide	22.Chlorhexidine	22.Cetylpyridinium_Chloride	23.Hydrogen_peroxide	24.Temperature
SRR12472565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.000	100.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR13174277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.000	100.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR14291802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.000	100.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR14291836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.000	100.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR3545511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.000	100.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002212115.1	0	0	99.940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.751	99.751	99.751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_008982265.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.000	100.000	100.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR3280996	0	0	99.940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.000	100.000	100.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_009749725.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.940	0	0	0	0	0	0	0	0	0	0	0	0	0	100.000	100.000	100.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_009750205.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.940	0	0	0	0	0	0	0	0	0	0	0	0	0	100.000	100.000	100.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_903800055.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.000	100.000	99.950	0	0	0	0	0	0	0	0	0	0	99.985	0	0	0	0	0	0	0	0
GCA_000302015.1	0	0	100.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.751	99.751	99.751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_000588315.1	0	0	100.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.751	99.751	99.751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_000708795.1	0	0	100.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.751	99.751	99.751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002014435.1	0	0	100.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.751	99.751	99.751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_003843745.1	0	0	100.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.751	99.751	99.751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_008987025.1	0	0	100.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.751	99.751	99.751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_008988965.1	0	0	100.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.751	99.751	99.751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_016471835.1	0	0	100.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.751	99.751	99.751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_016473675.1	0	0	100.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.751	99.751	99.751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_016477545.1	0	0	100.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.751	99.751	99.751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_016489465.1	0	0	100.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.751	99.751	99.751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_016489925.1	0	0	100.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.751	99.751	99.751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_016491165.1	0	0	100.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.751	99.751	99.751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_016491245.1	0	0	100.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.751	99.751	99.751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_016609245.1	0	0	100.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.751	99.751	99.751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR11096099	0	0	100.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.751	99.751	99.751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_000682475.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.000	100.000	100.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_003522705.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.000	100.000	100.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_006494085.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.000	100.000	100.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_008123545.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.000	100.000	100.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_008830885.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.000	100.000	100.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_016507415.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.000	100.000	100.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_016507725.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.000	100.000	100.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_016507785.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.000	100.000	100.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_016510075.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.000	100.000	100.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_016510375.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.000	100.000	100.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_016510395.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.000	100.000	100.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_016510455.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.000	100.000	100.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_016511135.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.000	100.000	100.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
